country,continent,year,lifeExp,pop,iso_alpha,iso_num,GDP per person,g7
Djibouti,Africa,1977,46.5,228694,DJI,262,3082.0,
Djibouti,Africa,1982,48.8,305991,DJI,262,2879.0,
Djibouti,Africa,1987,50.0,311025,DJI,262,2880.0,
Djibouti,Africa,1992,51.6,384156,DJI,262,2377.0,
Djibouti,Africa,1997,53.2,417908,DJI,262,1895.0,
Djibouti,Africa,2002,53.4,447416,DJI,262,1908.0,
Djibouti,Africa,2007,54.8,496374,DJI,262,2082.0,
Dominican Republic,Americas,1952,45.9,2491346,DOM,214,1398.0,
Dominican Republic,Americas,1957,49.8,2923186,DOM,214,1544.0,
Dominican Republic,Americas,1962,53.5,3453434,DOM,214,1662.0,
Dominican Republic,Americas,1967,56.8,4049146,DOM,214,1654.0,
Dominican Republic,Americas,1972,59.6,4671329,DOM,214,2190.0,
Dominican Republic,Americas,1977,61.8,5302800,DOM,214,2682.0,
Dominican Republic,Americas,1982,63.7,5968349,DOM,214,2861.0,
Dominican Republic,Americas,1987,66.0,6655297,DOM,214,2900.0,
Dominican Republic,Americas,1992,68.5,7351181,DOM,214,3044.0,
Dominican Republic,Americas,1997,70.0,7992357,DOM,214,3614.0,
Dominican Republic,Americas,2002,70.8,8650322,DOM,214,4564.0,
Dominican Republic,Americas,2007,72.2,9319622,DOM,214,6025.0,
Ecuador,Americas,1952,48.4,3548753,ECU,218,3522.0,
Ecuador,Americas,1957,51.4,4058385,ECU,218,3781.0,
Ecuador,Americas,1962,54.6,4681707,ECU,218,4086.0,
Ecuador,Americas,1967,56.7,5432424,ECU,218,4579.0,
Ecuador,Americas,1972,58.8,6298651,ECU,218,5281.0,
Ecuador,Americas,1977,61.3,7278866,ECU,218,6680.0,
Ecuador,Americas,1982,64.3,8365850,ECU,218,7214.0,
Ecuador,Americas,1987,67.2,9545158,ECU,218,6482.0,
Ecuador,Americas,1992,69.6,10748394,ECU,218,7104.0,
Ecuador,Americas,1997,72.3,11911819,ECU,218,7429.0,
Ecuador,Americas,2002,74.2,12921234,ECU,218,5773.0,
Ecuador,Americas,2007,75.0,13755680,ECU,218,6873.0,
Egypt,Africa,1952,41.9,22223309,EGY,818,1419.0,
Egypt,Africa,1957,44.4,25009741,EGY,818,1459.0,
Egypt,Africa,1962,47.0,28173309,EGY,818,1693.0,
Egypt,Africa,1967,49.3,31681188,EGY,818,1815.0,
Egypt,Africa,1972,51.1,34807417,EGY,818,2024.0,
Egypt,Africa,1977,53.3,38783863,EGY,818,2785.0,
Egypt,Africa,1982,56.0,45681811,EGY,818,3504.0,
Egypt,Africa,1987,59.8,52799062,EGY,818,3885.0,
Egypt,Africa,1992,63.7,59402198,EGY,818,3795.0,
Egypt,Africa,1997,67.2,66134291,EGY,818,4173.0,
Egypt,Africa,2002,69.8,73312559,EGY,818,4755.0,
Egypt,Africa,2007,71.3,80264543,EGY,818,5581.0,
El Salvador,Americas,1952,45.3,2042865,SLV,222,3048.0,
El Salvador,Americas,1957,48.6,2355805,SLV,222,3422.0,
El Salvador,Americas,1962,52.3,2747687,SLV,222,3777.0,
El Salvador,Americas,1967,55.9,3232927,SLV,222,4359.0,
El Salvador,Americas,1972,58.2,3790903,SLV,222,4520.0,
El Salvador,Americas,1977,56.7,4282586,SLV,222,5139.0,
El Salvador,Americas,1982,56.6,4474873,SLV,222,4098.0,
El Salvador,Americas,1987,63.2,4842194,SLV,222,4140.0,
El Salvador,Americas,1992,66.8,5274649,SLV,222,4444.0,
El Salvador,Americas,1997,69.5,5783439,SLV,222,5155.0,
El Salvador,Americas,2002,70.7,6353681,SLV,222,5352.0,
El Salvador,Americas,2007,71.9,6939688,SLV,222,5728.0,
Equatorial Guinea,Africa,1952,34.5,216964,GNQ,226,376.0,
Equatorial Guinea,Africa,1957,36.0,232922,GNQ,226,426.0,
Equatorial Guinea,Africa,1962,37.5,249220,GNQ,226,583.0,
Equatorial Guinea,Africa,1967,39.0,259864,GNQ,226,916.0,
Equatorial Guinea,Africa,1972,40.5,277603,GNQ,226,672.0,
Equatorial Guinea,Africa,1977,42.0,192675,GNQ,226,959.0,
Equatorial Guinea,Africa,1982,43.7,285483,GNQ,226,928.0,
Equatorial Guinea,Africa,1987,45.7,341244,GNQ,226,967.0,
Equatorial Guinea,Africa,1992,47.5,387838,GNQ,226,1132.0,
Equatorial Guinea,Africa,1997,48.2,439971,GNQ,226,2814.0,
Equatorial Guinea,Africa,2002,49.3,495627,GNQ,226,7703.0,
Equatorial Guinea,Africa,2007,51.6,551201,GNQ,226,12154.0,
Eritrea,Africa,1952,35.9,1438760,ERI,232,329.0,
Eritrea,Africa,1957,38.0,1542611,ERI,232,344.0,
Eritrea,Africa,1962,40.2,1666618,ERI,232,381.0,
Eritrea,Africa,1967,42.2,1820319,ERI,232,469.0,
Eritrea,Africa,1972,44.1,2260187,ERI,232,514.0,
Eritrea,Africa,1977,44.5,2512642,ERI,232,506.0,
Eritrea,Africa,1982,43.9,2637297,ERI,232,525.0,
Eritrea,Africa,1987,46.5,2915959,ERI,232,521.0,
Eritrea,Africa,1992,50.0,3668440,ERI,232,583.0,
Eritrea,Africa,1997,53.4,4058319,ERI,232,913.0,
Eritrea,Africa,2002,55.2,4414865,ERI,232,765.0,
Eritrea,Africa,2007,58.0,4906585,ERI,232,641.0,
Ethiopia,Africa,1952,34.1,20860941,ETH,231,362.0,
Ethiopia,Africa,1957,36.7,22815614,ETH,231,379.0,
Ethiopia,Africa,1962,40.1,25145372,ETH,231,419.0,
Ethiopia,Africa,1967,42.1,27860297,ETH,231,516.0,
Ethiopia,Africa,1972,43.5,30770372,ETH,231,566.0,
Ethiopia,Africa,1977,44.5,34617799,ETH,231,557.0,
Ethiopia,Africa,1982,44.9,38111756,ETH,231,578.0,
Ethiopia,Africa,1987,46.7,42999530,ETH,231,574.0,
Ethiopia,Africa,1992,48.1,52088559,ETH,231,421.0,
Ethiopia,Africa,1997,49.4,59861301,ETH,231,516.0,
Ethiopia,Africa,2002,50.7,67946797,ETH,231,530.0,
Ethiopia,Africa,2007,52.9,76511887,ETH,231,691.0,
Finland,Europe,1952,66.6,4090500,FIN,246,6425.0,
Finland,Europe,1957,67.5,4324000,FIN,246,7545.0,
Finland,Europe,1962,68.8,4491443,FIN,246,9372.0,
Finland,Europe,1967,69.8,4605744,FIN,246,10922.0,
Finland,Europe,1972,70.9,4639657,FIN,246,14359.0,
Finland,Europe,1977,72.5,4738902,FIN,246,15605.0,
Finland,Europe,1982,74.6,4826933,FIN,246,18533.0,
Finland,Europe,1987,74.8,4931729,FIN,246,21141.0,
Finland,Europe,1992,75.7,5041039,FIN,246,20647.0,
Finland,Europe,1997,77.1,5134406,FIN,246,23724.0,
Finland,Europe,2002,78.4,5193039,FIN,246,28205.0,
Finland,Europe,2007,79.3,5238460,FIN,246,33207.0,
France,Europe,1952,67.4,42459667,FRA,250,7030.0,G7
France,Europe,1957,68.9,44310863,FRA,250,8663.0,G7
France,Europe,1962,70.5,47124000,FRA,250,10560.0,G7
France,Europe,1967,71.6,49569000,FRA,250,13000.0,G7
France,Europe,1972,72.4,51732000,FRA,250,16107.0,G7
France,Europe,1977,73.8,53165019,FRA,250,18293.0,G7
France,Europe,1982,74.9,54433565,FRA,250,20294.0,G7
France,Europe,1987,76.3,55630100,FRA,250,22066.0,G7
France,Europe,1992,77.5,57374179,FRA,250,24704.0,G7
France,Europe,1997,78.6,58623428,FRA,250,25890.0,G7
France,Europe,2002,79.6,59925035,FRA,250,28926.0,G7
France,Europe,2007,80.7,61083916,FRA,250,30470.0,G7
Gabon,Africa,1952,37.0,420702,GAB,266,4293.0,
Gabon,Africa,1957,39.0,434904,GAB,266,4976.0,
Gabon,Africa,1962,40.5,455661,GAB,266,6631.0,
Gabon,Africa,1967,44.6,489004,GAB,266,8359.0,
Gabon,Africa,1972,48.7,537977,GAB,266,11402.0,
Gabon,Africa,1977,52.8,706367,GAB,266,21746.0,
Gabon,Africa,1982,56.6,753874,GAB,266,15113.0,
Gabon,Africa,1987,60.2,880397,GAB,266,11864.0,
Gabon,Africa,1992,61.4,985739,GAB,266,13522.0,
Gabon,Africa,1997,60.5,1126189,GAB,266,14723.0,
Gabon,Africa,2002,56.8,1299304,GAB,266,12522.0,
Gabon,Africa,2007,56.7,1454867,GAB,266,13206.0,
Gambia,Africa,1952,30.0,284320,GMB,270,485.0,
Gambia,Africa,1957,32.1,323150,GMB,270,521.0,
Gambia,Africa,1962,33.9,374020,GMB,270,600.0,
Gambia,Africa,1967,35.9,439593,GMB,270,735.0,
Gambia,Africa,1972,38.3,517101,GMB,270,756.0,
Gambia,Africa,1977,41.8,608274,GMB,270,885.0,
Gambia,Africa,1982,45.6,715523,GMB,270,836.0,
Gambia,Africa,1987,49.3,848406,GMB,270,612.0,
Gambia,Africa,1992,52.6,1025384,GMB,270,666.0,
Gambia,Africa,1997,55.9,1235767,GMB,270,654.0,
Gambia,Africa,2002,58.0,1457766,GMB,270,661.0,
Gambia,Africa,2007,59.4,1688359,GMB,270,753.0,
Germany,Europe,1952,67.5,69145952,DEU,276,7144.0,G7
Germany,Europe,1957,69.1,71019069,DEU,276,10188.0,G7
Germany,Europe,1962,70.3,73739117,DEU,276,12902.0,G7
Germany,Europe,1967,70.8,76368453,DEU,276,14746.0,G7
Germany,Europe,1972,71.0,78717088,DEU,276,18016.0,G7
Germany,Europe,1977,72.5,78160773,DEU,276,20513.0,G7
Germany,Europe,1982,73.8,78335266,DEU,276,22032.0,G7
Germany,Europe,1987,74.8,77718298,DEU,276,24639.0,G7
Germany,Europe,1992,76.1,80597764,DEU,276,26505.0,G7
Germany,Europe,1997,77.3,82011073,DEU,276,27789.0,G7
Germany,Europe,2002,78.7,82350671,DEU,276,30036.0,G7
Germany,Europe,2007,79.4,82400996,DEU,276,32170.0,G7
Ghana,Africa,1952,43.1,5581001,GHA,288,911.0,
Ghana,Africa,1957,44.8,6391288,GHA,288,1044.0,
Ghana,Africa,1962,46.5,7355248,GHA,288,1190.0,
Ghana,Africa,1967,48.1,8490213,GHA,288,1126.0,
Ghana,Africa,1972,49.9,9354120,GHA,288,1178.0,
Ghana,Africa,1977,51.8,10538093,GHA,288,993.0,
Ghana,Africa,1982,53.7,11400338,GHA,288,876.0,
Ghana,Africa,1987,55.7,14168101,GHA,288,847.0,
Ghana,Africa,1992,57.5,16278738,GHA,288,925.0,
Ghana,Africa,1997,58.6,18418288,GHA,288,1005.0,
Ghana,Africa,2002,58.5,20550751,GHA,288,1112.0,
Ghana,Africa,2007,60.0,22873338,GHA,288,1328.0,
Greece,Europe,1952,65.9,7733250,GRC,300,3531.0,
Greece,Europe,1957,67.9,8096218,GRC,300,4916.0,
Greece,Europe,1962,69.5,8448233,GRC,300,6017.0,
Greece,Europe,1967,71.0,8716441,GRC,300,8513.0,
Greece,Europe,1972,72.3,8888628,GRC,300,12725.0,
Greece,Europe,1977,73.7,9308479,GRC,300,14196.0,
Greece,Europe,1982,75.2,9786480,GRC,300,15268.0,
Greece,Europe,1987,76.7,9974490,GRC,300,16121.0,
Greece,Europe,1992,77.0,10325429,GRC,300,17541.0,
Greece,Europe,1997,77.9,10502372,GRC,300,18748.0,
Greece,Europe,2002,78.3,10603863,GRC,300,22514.0,
Greece,Europe,2007,79.5,10706290,GRC,300,27538.0,
Guatemala,Americas,1952,42.0,3146381,GTM,320,2428.0,
Guatemala,Americas,1957,44.1,3640876,GTM,320,2617.0,
Guatemala,Americas,1962,47.0,4208858,GTM,320,2750.0,
Guatemala,Americas,1967,50.0,4690773,GTM,320,3243.0,
Guatemala,Americas,1972,53.7,5149581,GTM,320,4031.0,
Guatemala,Americas,1977,56.0,5703430,GTM,320,4880.0,
Guatemala,Americas,1982,58.1,6395630,GTM,320,4820.0,
Guatemala,Americas,1987,60.8,7326406,GTM,320,4246.0,
Guatemala,Americas,1992,63.4,8486949,GTM,320,4439.0,
Guatemala,Americas,1997,66.3,9803875,GTM,320,4684.0,
Guatemala,Americas,2002,69.0,11178650,GTM,320,4858.0,
Guatemala,Americas,2007,70.3,12572928,GTM,320,5186.0,
Guinea,Africa,1952,33.6,2664249,GIN,324,510.0,
Guinea,Africa,1957,34.6,2876726,GIN,324,576.0,
Guinea,Africa,1962,35.8,3140003,GIN,324,686.0,
Guinea,Africa,1967,37.2,3451418,GIN,324,709.0,
Guinea,Africa,1972,38.8,3811387,GIN,324,742.0,
Guinea,Africa,1977,40.8,4227026,GIN,324,875.0,
Guinea,Africa,1982,42.9,4710497,GIN,324,857.0,
Guinea,Africa,1987,45.6,5650262,GIN,324,806.0,
Guinea,Africa,1992,48.6,6990574,GIN,324,794.0,
Guinea,Africa,1997,51.5,8048834,GIN,324,869.0,
Guinea,Africa,2002,53.7,8807818,GIN,324,946.0,
Guinea,Africa,2007,56.0,9947814,GIN,324,943.0,
Guinea-Bissau,Africa,1952,32.5,580653,GNB,624,300.0,
Guinea-Bissau,Africa,1957,33.5,601095,GNB,624,432.0,
Guinea-Bissau,Africa,1962,34.5,627820,GNB,624,522.0,
Guinea-Bissau,Africa,1967,35.5,601287,GNB,624,716.0,
Guinea-Bissau,Africa,1972,36.5,625361,GNB,624,820.0,
Guinea-Bissau,Africa,1977,37.5,745228,GNB,624,765.0,
Guinea-Bissau,Africa,1982,39.3,825987,GNB,624,838.0,
Guinea-Bissau,Africa,1987,41.2,927524,GNB,624,736.0,
Guinea-Bissau,Africa,1992,43.3,1050938,GNB,624,746.0,
Guinea-Bissau,Africa,1997,44.9,1193708,GNB,624,797.0,
Guinea-Bissau,Africa,2002,45.5,1332459,GNB,624,576.0,
Guinea-Bissau,Africa,2007,46.4,1472041,GNB,624,579.0,
Haiti,Americas,1952,37.6,3201488,HTI,332,1840.0,
Haiti,Americas,1957,40.7,3507701,HTI,332,1727.0,
Haiti,Americas,1962,43.6,3880130,HTI,332,1797.0,
Haiti,Americas,1967,46.2,4318137,HTI,332,1452.0,
Haiti,Americas,1972,48.0,4698301,HTI,332,1654.0,
Haiti,Americas,1977,49.9,4908554,HTI,332,1874.0,
Haiti,Americas,1982,51.5,5198399,HTI,332,2011.0,
Haiti,Americas,1987,53.6,5756203,HTI,332,1823.0,
Haiti,Americas,1992,55.1,6326682,HTI,332,1456.0,
Haiti,Americas,1997,56.7,6913545,HTI,332,1342.0,
Haiti,Americas,2002,58.1,7607651,HTI,332,1270.0,
Haiti,Americas,2007,60.9,8502814,HTI,332,1202.0,
Honduras,Americas,1952,41.9,1517453,HND,340,2195.0,
Honduras,Americas,1957,44.7,1770390,HND,340,2220.0,
Honduras,Americas,1962,48.0,2090162,HND,340,2291.0,
Honduras,Americas,1967,50.9,2500689,HND,340,2538.0,
Honduras,Americas,1972,53.9,2965146,HND,340,2530.0,
Honduras,Americas,1977,57.4,3055235,HND,340,3203.0,
Honduras,Americas,1982,60.9,3669448,HND,340,3122.0,
Honduras,Americas,1987,64.5,4372203,HND,340,3023.0,
Honduras,Americas,1992,66.4,5077347,HND,340,3082.0,
Honduras,Americas,1997,67.7,5867957,HND,340,3160.0,
Honduras,Americas,2002,68.6,6677328,HND,340,3100.0,
Honduras,Americas,2007,70.2,7483763,HND,340,3548.0,
"Hong Kong, China",Asia,1952,61.0,2125900,HKG,344,3054.0,
"Hong Kong, China",Asia,1957,64.8,2736300,HKG,344,3629.0,
"Hong Kong, China",Asia,1962,67.6,3305200,HKG,344,4693.0,
"Hong Kong, China",Asia,1967,70.0,3722800,HKG,344,6198.0,
"Hong Kong, China",Asia,1972,72.0,4115700,HKG,344,8316.0,
"Hong Kong, China",Asia,1977,73.6,4583700,HKG,344,11186.0,
"Hong Kong, China",Asia,1982,75.4,5264500,HKG,344,14561.0,
"Hong Kong, China",Asia,1987,76.2,5584510,HKG,344,20038.0,
"Hong Kong, China",Asia,1992,77.6,5829696,HKG,344,24758.0,
"Hong Kong, China",Asia,1997,80.0,6495918,HKG,344,28378.0,
"Hong Kong, China",Asia,2002,81.5,6762476,HKG,344,30209.0,
"Hong Kong, China",Asia,2007,82.2,6980412,HKG,344,39725.0,
Hungary,Europe,1952,64.0,9504000,HUN,348,5264.0,
Hungary,Europe,1957,66.4,9839000,HUN,348,6040.0,
Hungary,Europe,1962,68.0,10063000,HUN,348,7550.0,
Hungary,Europe,1967,69.5,10223422,HUN,348,9327.0,
Hungary,Europe,1972,69.8,10394091,HUN,348,10169.0,
Hungary,Europe,1977,70.0,10637171,HUN,348,11675.0,
Hungary,Europe,1982,69.4,10705535,HUN,348,12546.0,
Hungary,Europe,1987,69.6,10612740,HUN,348,12986.0,
Hungary,Europe,1992,69.2,10348684,HUN,348,10536.0,
Hungary,Europe,1997,71.0,10244684,HUN,348,11713.0,
Hungary,Europe,2002,72.6,10083313,HUN,348,14844.0,
Hungary,Europe,2007,73.3,9956108,HUN,348,18009.0,
Iceland,Europe,1952,72.5,147962,ISL,352,7268.0,
Iceland,Europe,1957,73.5,165110,ISL,352,9244.0,
Iceland,Europe,1962,73.7,182053,ISL,352,10350.0,
Iceland,Europe,1967,73.7,198676,ISL,352,13320.0,
Iceland,Europe,1972,74.5,209275,ISL,352,15798.0,
Iceland,Europe,1977,76.1,221823,ISL,352,19655.0,
Iceland,Europe,1982,77.0,233997,ISL,352,23270.0,
Iceland,Europe,1987,77.2,244676,ISL,352,26923.0,
Iceland,Europe,1992,78.8,259012,ISL,352,25144.0,
Iceland,Europe,1997,79.0,271192,ISL,352,28061.0,
Iceland,Europe,2002,80.5,288030,ISL,352,31163.0,
Iceland,Europe,2007,81.8,301931,ISL,352,36181.0,
India,Asia,1952,37.4,372000000,IND,356,547.0,
India,Asia,1957,40.2,409000000,IND,356,590.0,
India,Asia,1962,43.6,454000000,IND,356,658.0,
India,Asia,1967,47.2,506000000,IND,356,701.0,
India,Asia,1972,50.7,567000000,IND,356,724.0,
India,Asia,1977,54.2,634000000,IND,356,813.0,
India,Asia,1982,56.6,708000000,IND,356,856.0,
India,Asia,1987,58.6,788000000,IND,356,977.0,
India,Asia,1992,60.2,872000000,IND,356,1164.0,
India,Asia,1997,61.8,959000000,IND,356,1459.0,
India,Asia,2002,62.9,1034172547,IND,356,1747.0,
India,Asia,2007,64.7,1110396331,IND,356,2452.0,
Indonesia,Asia,1952,37.5,82052000,IDN,360,750.0,
Indonesia,Asia,1957,39.9,90124000,IDN,360,859.0,
Indonesia,Asia,1962,42.5,99028000,IDN,360,849.0,
Indonesia,Asia,1967,46.0,109343000,IDN,360,762.0,
Indonesia,Asia,1972,49.2,121282000,IDN,360,1111.0,
Indonesia,Asia,1977,52.7,136725000,IDN,360,1383.0,
Indonesia,Asia,1982,56.2,153343000,IDN,360,1517.0,
Indonesia,Asia,1987,60.1,169276000,IDN,360,1748.0,
Indonesia,Asia,1992,62.7,184816000,IDN,360,2383.0,
Indonesia,Asia,1997,66.0,199278000,IDN,360,3119.0,
Indonesia,Asia,2002,68.6,211060000,IDN,360,2874.0,
Indonesia,Asia,2007,70.6,223547000,IDN,360,3541.0,
Iran,Asia,1952,44.9,17272000,IRN,364,3035.0,
Iran,Asia,1957,47.2,19792000,IRN,364,3290.0,
Iran,Asia,1962,49.3,22874000,IRN,364,4187.0,
Iran,Asia,1967,52.5,26538000,IRN,364,5907.0,
Iran,Asia,1972,55.2,30614000,IRN,364,9614.0,
Iran,Asia,1977,57.7,35480679,IRN,364,11889.0,
Iran,Asia,1982,59.6,43072751,IRN,364,7608.0,
Iran,Asia,1987,63.0,51889696,IRN,364,6643.0,
Iran,Asia,1992,65.7,60397973,IRN,364,7236.0,
Iran,Asia,1997,68.0,63327987,IRN,364,8264.0,
Iran,Asia,2002,69.5,66907826,IRN,364,9241.0,
Iran,Asia,2007,71.0,69453570,IRN,364,11606.0,
Iraq,Asia,1952,45.3,5441766,IRQ,368,4130.0,
Iraq,Asia,1957,48.4,6248643,IRQ,368,6229.0,
Iraq,Asia,1962,51.5,7240260,IRQ,368,8342.0,
Iraq,Asia,1967,54.5,8519282,IRQ,368,8931.0,
Iraq,Asia,1972,57.0,10061506,IRQ,368,9576.0,
Iraq,Asia,1977,60.4,11882916,IRQ,368,14688.0,
Iraq,Asia,1982,62.0,14173318,IRQ,368,14518.0,
Iraq,Asia,1987,65.0,16543189,IRQ,368,11644.0,
Iraq,Asia,1992,59.5,17861905,IRQ,368,3746.0,
Iraq,Asia,1997,58.8,20775703,IRQ,368,3076.0,
Iraq,Asia,2002,57.0,24001816,IRQ,368,4391.0,
Iraq,Asia,2007,59.5,27499638,IRQ,368,4471.0,
Ireland,Europe,1952,66.9,2952156,IRL,372,5210.0,
Ireland,Europe,1957,68.9,2878220,IRL,372,5599.0,
Ireland,Europe,1962,70.3,2830000,IRL,372,6632.0,
Ireland,Europe,1967,71.1,2900100,IRL,372,7656.0,
Ireland,Europe,1972,71.3,3024400,IRL,372,9531.0,
Ireland,Europe,1977,72.0,3271900,IRL,372,11151.0,
Ireland,Europe,1982,73.1,3480000,IRL,372,12618.0,
Ireland,Europe,1987,74.4,3539900,IRL,372,13873.0,
Ireland,Europe,1992,75.5,3557761,IRL,372,17559.0,
Ireland,Europe,1997,76.1,3667233,IRL,372,24522.0,
Ireland,Europe,2002,77.8,3879155,IRL,372,34077.0,
Ireland,Europe,2007,78.9,4109086,IRL,372,40676.0,
Israel,Asia,1952,65.4,1620914,ISR,376,4087.0,
Israel,Asia,1957,67.8,1944401,ISR,376,5385.0,
Israel,Asia,1962,69.4,2310904,ISR,376,7106.0,
Israel,Asia,1967,70.8,2693585,ISR,376,8394.0,
Israel,Asia,1972,71.6,3095893,ISR,376,12787.0,
Israel,Asia,1977,73.1,3495918,ISR,376,13307.0,
Israel,Asia,1982,74.4,3858421,ISR,376,15367.0,
Israel,Asia,1987,75.6,4203148,ISR,376,17122.0,
Israel,Asia,1992,76.9,4936550,ISR,376,18052.0,
Israel,Asia,1997,78.3,5531387,ISR,376,20897.0,
Israel,Asia,2002,79.7,6029529,ISR,376,21906.0,
Israel,Asia,2007,80.7,6426679,ISR,376,25523.0,
Italy,Europe,1952,65.9,47666000,ITA,380,4931.0,G7
Italy,Europe,1957,67.8,49182000,ITA,380,6249.0,G7
Italy,Europe,1962,69.2,50843200,ITA,380,8244.0,G7
Italy,Europe,1967,71.1,52667100,ITA,380,10022.0,G7
Italy,Europe,1972,72.2,54365564,ITA,380,12269.0,G7
Italy,Europe,1977,73.5,56059245,ITA,380,14256.0,G7
Italy,Europe,1982,75.0,56535636,ITA,380,16537.0,G7
Italy,Europe,1987,76.4,56729703,ITA,380,19207.0,G7
Italy,Europe,1992,77.4,56840847,ITA,380,22014.0,G7
Italy,Europe,1997,78.8,57479469,ITA,380,24675.0,G7
Italy,Europe,2002,80.2,57926999,ITA,380,27968.0,G7
Italy,Europe,2007,80.5,58147733,ITA,380,28570.0,G7
Jamaica,Americas,1952,58.5,1426095,JAM,388,2899.0,
Jamaica,Americas,1957,62.6,1535090,JAM,388,4757.0,
Jamaica,Americas,1962,65.6,1665128,JAM,388,5246.0,
Jamaica,Americas,1967,67.5,1861096,JAM,388,6125.0,
Jamaica,Americas,1972,69.0,1997616,JAM,388,7434.0,
Jamaica,Americas,1977,70.1,2156814,JAM,388,6650.0,
Jamaica,Americas,1982,71.2,2298309,JAM,388,6068.0,
Jamaica,Americas,1987,71.8,2326606,JAM,388,6351.0,
Jamaica,Americas,1992,71.8,2378618,JAM,388,7405.0,
Jamaica,Americas,1997,72.3,2531311,JAM,388,7122.0,
Jamaica,Americas,2002,72.0,2664659,JAM,388,6995.0,
Jamaica,Americas,2007,72.6,2780132,JAM,388,7321.0,
Japan,Asia,1952,63.0,86459025,JPN,392,3217.0,G7
Japan,Asia,1957,65.5,91563009,JPN,392,4318.0,G7
Japan,Asia,1962,68.7,95831757,JPN,392,6577.0,G7
Japan,Asia,1967,71.4,100825279,JPN,392,9848.0,G7
Japan,Asia,1972,73.4,107188273,JPN,392,14779.0,G7
Japan,Asia,1977,75.4,113872473,JPN,392,16610.0,G7
Japan,Asia,1982,77.1,118454974,JPN,392,19384.0,G7
Japan,Asia,1987,78.7,122091325,JPN,392,22376.0,G7
Japan,Asia,1992,79.4,124329269,JPN,392,26825.0,G7
Japan,Asia,1997,80.7,125956499,JPN,392,28817.0,G7
Japan,Asia,2002,82.0,127065841,JPN,392,28605.0,G7
Japan,Asia,2007,82.6,127467972,JPN,392,31656.0,G7
Jordan,Asia,1952,43.2,607914,JOR,400,1547.0,
Jordan,Asia,1957,45.7,746559,JOR,400,1886.0,
Jordan,Asia,1962,48.1,933559,JOR,400,2348.0,
Jordan,Asia,1967,51.6,1255058,JOR,400,2742.0,
Jordan,Asia,1972,56.5,1613551,JOR,400,2111.0,
Jordan,Asia,1977,61.1,1937652,JOR,400,2852.0,
Jordan,Asia,1982,63.7,2347031,JOR,400,4161.0,
Jordan,Asia,1987,65.9,2820042,JOR,400,4449.0,
Jordan,Asia,1992,68.0,3867409,JOR,400,3432.0,
Jordan,Asia,1997,69.8,4526235,JOR,400,3645.0,
Jordan,Asia,2002,71.3,5307470,JOR,400,3845.0,
Jordan,Asia,2007,72.5,6053193,JOR,400,4519.0,
Kenya,Africa,1952,42.3,6464046,KEN,404,854.0,
Kenya,Africa,1957,44.7,7454779,KEN,404,944.0,
Kenya,Africa,1962,47.9,8678557,KEN,404,897.0,
Kenya,Africa,1967,50.7,10191512,KEN,404,1057.0,
Kenya,Africa,1972,53.6,12044785,KEN,404,1222.0,
Kenya,Africa,1977,56.2,14500404,KEN,404,1268.0,
Kenya,Africa,1982,58.8,17661452,KEN,404,1348.0,
Kenya,Africa,1987,59.3,21198082,KEN,404,1362.0,
Kenya,Africa,1992,59.3,25020539,KEN,404,1342.0,
Kenya,Africa,1997,54.4,28263827,KEN,404,1360.0,
Kenya,Africa,2002,51.0,31386842,KEN,404,1288.0,
Kenya,Africa,2007,54.1,35610177,KEN,404,1463.0,
"Korea, Dem. Rep.",Asia,1952,50.1,8865488,KOR,410,1088.0,
"Korea, Dem. Rep.",Asia,1957,54.1,9411381,KOR,410,1571.0,
"Korea, Dem. Rep.",Asia,1962,56.7,10917494,KOR,410,1622.0,
"Korea, Dem. Rep.",Asia,1967,59.9,12617009,KOR,410,2144.0,
"Korea, Dem. Rep.",Asia,1972,64.0,14781241,KOR,410,3702.0,
"Korea, Dem. Rep.",Asia,1977,67.2,16325320,KOR,410,4106.0,
"Korea, Dem. Rep.",Asia,1982,69.1,17647518,KOR,410,4107.0,
"Korea, Dem. Rep.",Asia,1987,70.6,19067554,KOR,410,4106.0,
"Korea, Dem. Rep.",Asia,1992,70.0,20711375,KOR,410,3726.0,
"Korea, Dem. Rep.",Asia,1997,67.7,21585105,KOR,410,1691.0,
"Korea, Dem. Rep.",Asia,2002,66.7,22215365,KOR,410,1647.0,
"Korea, Dem. Rep.",Asia,2007,67.3,23301725,KOR,410,1593.0,
"Korea, Rep.",Asia,1952,47.5,20947571,KOR,410,1031.0,
"Korea, Rep.",Asia,1957,52.7,22611552,KOR,410,1488.0,
"Korea, Rep.",Asia,1962,55.3,26420307,KOR,410,1536.0,
"Korea, Rep.",Asia,1967,57.7,30131000,KOR,410,2029.0,
"Korea, Rep.",Asia,1972,62.6,33505000,KOR,410,3031.0,
"Korea, Rep.",Asia,1977,64.8,36436000,KOR,410,4657.0,
"Korea, Rep.",Asia,1982,67.1,39326000,KOR,410,5623.0,
"Korea, Rep.",Asia,1987,69.8,41622000,KOR,410,8533.0,
"Korea, Rep.",Asia,1992,72.2,43805450,KOR,410,12104.0,
"Korea, Rep.",Asia,1997,74.6,46173816,KOR,410,15994.0,
"Korea, Rep.",Asia,2002,77.0,47969150,KOR,410,19234.0,
"Korea, Rep.",Asia,2007,78.6,49044790,KOR,410,23348.0,
